trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
186,False,"{'a': 0.6, 'e': 0.15577974928671173}",20,16,9.363562796737709,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.6, 'e': 0.1542219517938446}",25,16,18.64019056788132,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.6, 'e': 0.15267973227590617}",25,13,18.731586984399204,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.6, 'e': 0.1511529349531471}",25,15,-2.3222938304391656,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
190,False,"{'a': 0.6, 'e': 0.14964140560361563}",25,7,13.451928726177016,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.6, 'e': 0.14814499154757946}",25,14,8.838336177378324,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.6, 'e': 0.14666354163210368}",25,2,-27.665684812067184,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 0}",1
193,False,"{'a': 0.6, 'e': 0.14519690621578263}",35,13,16.73423153138843,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.6, 'e': 0.1437449371536248}",20,9,18.943538008113336,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.6, 'e': 0.14230748778208857}",20,0,36.00792292264082,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.6, 'e': 0.14088441290426768}",25,15,14.543185769071995,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.6, 'e': 0.139475568775225}",25,12,12.264514077782023,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.6, 'e': 0.13808081308747275}",20,15,7.445384217600154,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.6, 'e': 0.136700004956598}",20,9,19.22674359386354,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.6, 'e': 0.13533300490703204}",20,14,10.786636470072812,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.6, 'e': 0.13397967485796172}",35,14,-5.7988556493485035,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.6, 'e': 0.1326398781093821}",25,9,29.818726735018664,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.6, 'e': 0.13131347932828827}",30,14,3.681820334172855,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.6, 'e': 0.1300003445350054}",20,12,-12.80590336689721,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
205,False,"{'a': 0.6, 'e': 0.12870034108965533}",20,14,10.752102728277217,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.6, 'e': 0.1274133376787588}",20,9,-28.103116486032626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.6, 'e': 0.12613920430197118}",25,18,3.168943599402745,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.6, 'e': 0.12487781225895148}",25,16,-2.2576950527415898,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.6, 'e': 0.12362903413636196}",20,0,30.253622574280367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.6, 'e': 0.12239274379499834}",20,0,32.68394206978136,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.6, 'e': 0.12116881635704835}",20,11,16.1170961059311,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.6, 'e': 0.11995712819347787}",20,9,-45.20462054631064,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
213,False,"{'a': 0.6, 'e': 0.11875755691154309}",25,18,14.508466533719549,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.6, 'e': 0.11756998134242766}",20,12,15.687598127185707,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.6, 'e': 0.11639428152900338}",30,18,11.466424791131804,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.6, 'e': 0.11523033871371334}",25,1,21.553119192615206,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
217,False,"{'a': 0.6, 'e': 0.1140780353265762}",20,10,15.863020712033896,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.6, 'e': 0.11293725497331045}",25,11,23.868681487089468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.6, 'e': 0.11180788242357734}",20,16,8.707961403406557,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.6, 'e': 0.11068980359934157}",20,7,1.0491688829029528,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
221,False,"{'a': 0.6, 'e': 0.10958290556334815}",20,2,30.47246384544557,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.6, 'e': 0.10848707650771466}",30,0,10.399411099426763,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
223,False,"{'a': 0.6, 'e': 0.10740220574263752}",25,11,26.10300909191725,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.6, 'e': 0.10632818368521114}",25,3,30.003311518644093,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.6, 'e': 0.10526490184835903}",20,14,10.516282320906395,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.6, 'e': 0.10421225282987544}",35,18,-5.931779719836226,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.6, 'e': 0.10317013030157669}",20,11,16.513463536267473,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.6, 'e': 0.10213842899856092}",20,9,20.929267369349166,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.6, 'e': 0.10111704470857531}",25,18,11.57961041313044,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.6, 'e': 0.10010587426148955}",25,16,13.906648184605729,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.6, 'e': 0.09910481551887466}",20,12,10.059833506067662,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.6, 'e': 0.0981137673636859}",20,14,12.097989234169134,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.6, 'e': 0.09713262969004904}",25,5,6.220932923783461,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
234,False,"{'a': 0.6, 'e': 0.09616130339314856}",20,0,28.58102621965878,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
235,False,"{'a': 0.6, 'e': 0.09519969035921708}",25,0,38.06768441349782,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.6, 'e': 0.0942476934556249}",30,18,2.7350078246178158,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
237,False,"{'a': 0.6, 'e': 0.09330521652106866}",30,14,27.42276113251169,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.6, 'e': 0.09237216435585796}",20,13,11.649043431042848,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.6, 'e': 0.09144844271229938}",20,0,29.682167703586124,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.6, 'e': 0.0905339582851764}",25,2,-6.635394432271587,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
241,False,"{'a': 0.6, 'e': 0.08962861870232462}",30,3,11.039241890215774,"{0: 25, 1: 0, 2: 1, 3: 1, 4: 0}",1
242,False,"{'a': 0.6, 'e': 0.08873233251530138}",25,5,32.68259510272888,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.6, 'e': 0.08784500919014836}",30,13,32.61279730644955,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.6, 'e': 0.08696655909824688}",25,18,13.124504826238347,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.6, 'e': 0.0860968935072644}",20,5,23.2030817236275,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.6, 'e': 0.08523592457219176}",25,0,29.03247442663294,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
247,False,"{'a': 0.6, 'e': 0.08438356532646984}",20,15,8.939432121267558,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.6, 'e': 0.08353972967320515}",20,12,14.304235636730825,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.6, 'e': 0.0827043323764731}",35,21,24.987558076830684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.6, 'e': 0.08187728905270836}",20,15,-2.0390281004125734,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.6, 'e': 0.08105851616218128}",20,9,12.896800513264344,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.6, 'e': 0.08024793100055946}",25,2,18.212959126097303,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
253,False,"{'a': 0.6, 'e': 0.07944545169055386}",25,16,15.35972398880936,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.6, 'e': 0.07865099717364833}",25,15,17.504202461388193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.6, 'e': 0.07786448720191184}",20,1,27.922669485045912,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.6, 'e': 0.07708584232989273}",20,9,-22.863475133239653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.6, 'e': 0.0763149839065938}",20,2,33.387376845093954,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.6, 'e': 0.07555183406752786}",25,5,32.53294832661271,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.6, 'e': 0.07479631572685258}",30,16,24.37580496519009,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.6, 'e': 0.07404835256958406}",30,15,-16.729176900346197,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.6, 'e': 0.07330786904388821}",25,13,17.30120670652491,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.6, 'e': 0.07257479035344933}",20,6,17.234521197878042,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.6, 'e': 0.07184904244991483}",20,9,17.377392151579283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.6, 'e': 0.07113055202541568}",20,7,23.947656088541862,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.6, 'e': 0.07041924650516153}",20,7,18.860967420953195,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.6, 'e': 0.06971505404010991}",25,18,14.210968427093167,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.6, 'e': 0.06901790349970881}",20,16,7.470003836919167,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.6, 'e': 0.06832772446471172}",20,4,19.663996573018565,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.6, 'e': 0.0676444472200646}",20,13,15.143563918668175,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.6, 'e': 0.06696800274786396}",25,13,21.6229479944516,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.6, 'e': 0.06629832272038531}",25,7,31.78849012364006,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.6, 'e': 0.06563533949318147}",25,6,35.68007095695047,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.6, 'e': 0.06497898609824965}",20,12,15.938803060864366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.6, 'e': 0.06432919623726716}",20,13,12.466606633755106,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.6, 'e': 0.06368590427489448}",20,2,29.389568735805906,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.6, 'e': 0.06304904523214554}",25,11,25.42080008956662,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.6, 'e': 0.06241855477982408}",30,18,24.291649307012342,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.6, 'e': 0.06179436923202584}",25,20,8.692222413921478,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.6, 'e': 0.06117642553970558}",20,16,9.216171195174065,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.6, 'e': 0.06056466128430853}",20,6,3.816151218812695,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
281,False,"{'a': 0.6, 'e': 0.05995901467146544}",30,0,47.5455489824994,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.6, 'e': 0.059359424524750785}",20,14,11.06855150078927,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.6, 'e': 0.05876583027950327}",35,19,28.603768157257306,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.6, 'e': 0.05817817197670824}",20,6,-21.03405137547809,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.6, 'e': 0.05759639025694116}",30,12,31.48138826166895,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.6, 'e': 0.057020426354371746}",30,19,19.3927513644781,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.6, 'e': 0.05645022209082803}",25,17,15.731232545112311,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.6, 'e': 0.05588571986991975}",20,13,-7.775271595231895,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.6, 'e': 0.05532686267122055}",25,12,23.417561186312163,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.6, 'e': 0.05477359404450834}",20,15,8.559228820029633,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.6, 'e': 0.05422585810406326}",20,10,18.22975989923174,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.6, 'e': 0.05368359952302263}",25,12,22.665924913160225,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.6, 'e': 0.0531467635277924}",20,6,25.525424362398656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.6, 'e': 0.05261529589251448}",20,13,13.511664956627905,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.6, 'e': 0.05208914293358933}",20,7,15.030708239904529,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.6, 'e': 0.05156825150425344}",20,10,4.83047171391103,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.6, 'e': 0.0510525689892109}",25,16,14.491149614627536,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.6, 'e': 0.050542043299318794}",25,20,7.464366820645154,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.6, 'e': 0.050036622866325604}",20,10,21.522380848498482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.6, 'e': 0.04953625663766235}",20,5,15.831046919918744,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.6, 'e': 0.04904089407128572}",20,8,21.597627868570875,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.6, 'e': 0.04855048513057287}",20,12,-27.77321653152355,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
303,False,"{'a': 0.6, 'e': 0.04806498027926714}",25,0,-4.418572892776309,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
304,False,"{'a': 0.6, 'e': 0.047584330476474465}",20,10,19.371317184601487,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.6, 'e': 0.04710848717170972}",25,17,13.032323830890348,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.6, 'e': 0.04663740229999262}",20,16,8.877627195629636,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.6, 'e': 0.046171028276992696}",20,0,19.775855693188102,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
308,False,"{'a': 0.6, 'e': 0.045709317994222766}",25,14,18.51099493097222,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.6, 'e': 0.04525222481428054}",20,9,22.52559741801396,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.6, 'e': 0.04479970256613774}",20,8,22.171579609683867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.6, 'e': 0.044351705540476356}",25,15,17.451528464034062,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.6, 'e': 0.043908188485071595}",20,2,34.106481820099646,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.6, 'e': 0.04346910660022087}",25,13,23.576292151038125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.6, 'e': 0.04303441553421867}",25,18,15.909287020176457,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.6, 'e': 0.04260407137887648}",20,11,16.582584419721147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.6, 'e': 0.04217803066508771}",30,21,16.12332516885931,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.6, 'e': 0.04175625035843684}",20,8,18.329276800165324,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.6, 'e': 0.041338687854852466}",25,3,38.99785463244642,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.6, 'e': 0.040925300976303945}",20,1,30.818922946945396,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.6, 'e': 0.0405160479665409}",20,14,13.335392418629773,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.6, 'e': 0.040110887486875496}",30,20,20.971109529461238,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.6, 'e': 0.03970977861200674}",30,12,27.796149141824856,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.6, 'e': 0.039312680825886674}",25,0,37.45789298124638,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
324,False,"{'a': 0.6, 'e': 0.038919554017627804}",20,11,-5.522986650148514,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
325,False,"{'a': 0.6, 'e': 0.03853035847745152}",30,11,32.493741455026836,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.6, 'e': 0.03814505489267701}",25,16,15.356042521315398,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.6, 'e': 0.03776360434375024}",25,7,32.13631152464201,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.6, 'e': 0.03738596830031274}",20,8,23.81595608239763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.6, 'e': 0.03701210861730961}",35,24,7.624834606095488,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.6, 'e': 0.03664198753113651}",25,11,22.306571488900243,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.6, 'e': 0.036275567655825146}",20,10,18.586970741106956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.6, 'e': 0.03591281197926689}",25,13,26.204463181909716,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.6, 'e': 0.035553683859474224}",30,16,16.438065218661432,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.6, 'e': 0.035198147020879485}",25,0,30.11681177681477,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
335,False,"{'a': 0.6, 'e': 0.03484616555067069}",35,18,30.355976892146067,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.6, 'e': 0.03449770389516398}",25,13,15.640070089127025,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.6, 'e': 0.03415272685621234}",35,15,40.40106651610858,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.6, 'e': 0.03381119958765022}",30,16,21.24208274225327,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.6, 'e': 0.03347308759177372}",25,5,-0.5684680394839621,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
340,False,"{'a': 0.6, 'e': 0.03313835671585598}",20,6,27.574818727307512,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.6, 'e': 0.03280697314869742}",20,10,15.755934418466914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.6, 'e': 0.03247890341721044}",25,7,-12.444458433917037,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
343,False,"{'a': 0.6, 'e': 0.03215411438303834}",20,12,2.197176771419506,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.6, 'e': 0.031832573239207955}",20,13,13.74097985855321,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.6, 'e': 0.031514247506815876}",20,2,-14.149295726781572,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
346,False,"{'a': 0.6, 'e': 0.031199105031747717}",20,11,15.600972713986696,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.6, 'e': 0.03088711398143024}",25,17,16.852067772423936,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.6, 'e': 0.030578242841615935}",20,15,10.889024117873058,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.6, 'e': 0.030272460413199778}",30,17,24.394116707995032,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.6, 'e': 0.02996973580906778}",20,8,23.534455053569157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.6, 'e': 0.029670038450977102}",25,13,20.727364335308074,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.6, 'e': 0.02937333806646733}",20,11,13.886818620806734,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.6, 'e': 0.029079604685802656}",20,12,12.549989378810727,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.6, 'e': 0.02878880863894463}",25,18,12.060613998431313,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.6, 'e': 0.02850092055255518}",25,3,33.78600503469385,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.6, 'e': 0.02821591134702963}",20,13,11.582147420030774,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.6, 'e': 0.027933752233559334}",30,12,35.29825490382322,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.6, 'e': 0.027654414711223742}",25,14,8.180962426498988,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.6, 'e': 0.027377870564111503}",20,12,8.517032680124913,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.6, 'e': 0.02710409185847039}",30,18,22.73445155801634,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.6, 'e': 0.026833050939885684}",30,20,12.285291348725067,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.6, 'e': 0.026564720430486827}",20,16,6.657046283095591,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.6, 'e': 0.026299073226181958}",35,23,20.62173514596424,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.6, 'e': 0.026036082493920136}",25,13,16.810220850722004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.6, 'e': 0.025775721668980935}",25,5,14.575047987715337,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
366,False,"{'a': 0.6, 'e': 0.025517964452291125}",20,8,20.55487675401185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.6, 'e': 0.025262784807768213}",35,22,17.676957756091863,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.6, 'e': 0.025010156959690534}",20,0,30.866077212174066,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
369,False,"{'a': 0.6, 'e': 0.024760055390093627}",20,8,22.19370187062344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.6, 'e': 0.02451245483619269}",25,16,16.403550432015354,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
